ano_mes,id_curso,tx_nome_curso,count
2025-10,1263,Governo Data-Driven: transformação orientada por dados em governos,37
2025-10,1304,Visão Geral da IA no Azure,18
2025-10,1305,Fundamentos da Visão Computacional - IA do Azure,18
2025-10,1328,Processamento de Linguagem Natural,23
2025-10,1395,IA - Aplicações no Governo Federal,237
2025-11,107,Planejamento Estratégico para Organizações Públicas,91
2025-11,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,709
2025-11,270,Governança de Dados,60
2025-11,290,Proteção de Dados Pessoais no Setor Público,1006
2025-11,343,Planejamento da Contratação de Soluções de TIC,27
2025-11,367,Novas Tecnologias para a Transformação Digital,118
2025-11,373,Liderança e Gestão De Equipes,491
2025-11,377,Inteligência Artificial no Contexto do Serviço Público,375
2025-11,406,Análise de dados como suporte à tomada de decisão,124
2025-11,419,Transformação Digital no Serviço Público,66
2025-11,529,"Como implementar a LGPD: bases, mecanismos e processos",170
2025-11,534,Internet das coisas (IoT) aplicada para resolução de desafios,80
2025-11,536,Governança de Dados na Transformação Digital,52
2025-11,629,Aprendendo com Python,41
2025-11,724,Gestão de Riscos em Projetos de Transformação Digital,40
2025-11,787,Gestão de projetos,42
2025-11,797,Automação de Processos através da RPA para Transformação Digital,136
2025-11,802,Visualização de Dados Aplicada à Transformação Digital,29
2025-11,810,Desvendando a Inteligência Artificial na Administração Pública,323
2025-11,815,Storytelling com Dados para Comunicação Profissional de Sucesso,91
2025-11,861,Inteligência Artificial para simplificar o dia a dia,326
2025-11,956,Inovando na Gestão de Projetos,74
2025-11,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,158
2025-11,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,55
2025-11,1088,A História da IA,416
2025-11,1090,Ética em IA,270
2025-11,1091,Inteligência Artificial Generativa,355
2025-11,1139,Colaboração com o Microsoft 365,72
2025-11,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,66
2025-11,1167,IA Generativo da Microsoft - Copilot,381
2025-11,1263,Governo Data-Driven: transformação orientada por dados em governos,28
2025-11,1304,Visão Geral da IA no Azure,14
2025-11,1305,Fundamentos da Visão Computacional - IA do Azure,10
2025-11,1328,Processamento de Linguagem Natural,12
2025-11,1395,IA - Aplicações no Governo Federal,251
2025-12,107,Planejamento Estratégico para Organizações Públicas,90
2025-12,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,390
2025-12,270,Governança de Dados,57
2025-12,290,Proteção de Dados Pessoais no Setor Público,582
2025-12,343,Planejamento da Contratação de Soluções de TIC,15
2025-12,367,Novas Tecnologias para a Transformação Digital,123
2025-12,373,Liderança e Gestão De Equipes,457
2025-12,377,Inteligência Artificial no Contexto do Serviço Público,342
2025-12,406,Análise de dados como suporte à tomada de decisão,126
2025-12,419,Transformação Digital no Serviço Público,67
2025-12,529,"Como implementar a LGPD: bases, mecanismos e processos",123
2025-12,534,Internet das coisas (IoT) aplicada para resolução de desafios,63
2025-12,536,Governança de Dados na Transformação Digital,50
2025-12,629,Aprendendo com Python,56
2025-12,724,Gestão de Riscos em Projetos de Transformação Digital,40
2025-12,787,Gestão de projetos,58
2025-12,797,Automação de Processos através da RPA para Transformação Digital,134
2025-12,802,Visualização de Dados Aplicada à Transformação Digital,40
2025-12,810,Desvendando a Inteligência Artificial na Administração Pública,345
2025-12,815,Storytelling com Dados para Comunicação Profissional de Sucesso,72
2025-12,861,Inteligência Artificial para simplificar o dia a dia,311
2025-12,956,Inovando na Gestão de Projetos,73
2025-12,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,187
2025-12,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,44
2025-12,1088,A História da IA,195
2025-12,1090,Ética em IA,248
2025-12,1091,Inteligência Artificial Generativa,334
2025-12,1139,Colaboração com o Microsoft 365,102
2025-12,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,44
2025-12,1167,IA Generativo da Microsoft - Copilot,202
2025-12,1263,Governo Data-Driven: transformação orientada por dados em governos,32
2025-12,1304,Visão Geral da IA no Azure,14
2025-12,1305,Fundamentos da Visão Computacional - IA do Azure,22
2025-12,1328,Processamento de Linguagem Natural,10
2025-12,1395,IA - Aplicações no Governo Federal,247
2026-01,107,Planejamento Estratégico para Organizações Públicas,135
2026-01,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,409
2026-01,270,Governança de Dados,103
2026-01,290,Proteção de Dados Pessoais no Setor Público,375
2026-01,343,Planejamento da Contratação de Soluções de TIC,26
2026-01,367,Novas Tecnologias para a Transformação Digital,190
2026-01,373,Liderança e Gestão De Equipes,923
2026-01,377,Inteligência Artificial no Contexto do Serviço Público,528
2026-01,406,Análise de dados como suporte à tomada de decisão,124
2026-01,419,Transformação Digital no Serviço Público,66
2026-01,529,"Como implementar a LGPD: bases, mecanismos e processos",228
2026-01,534,Internet das coisas (IoT) aplicada para resolução de desafios,111
2026-01,536,Governança de Dados na Transformação Digital,63
2026-01,629,Aprendendo com Python,74
2026-01,724,Gestão de Riscos em Projetos de Transformação Digital,61
2026-01,787,Gestão de projetos,68
2026-01,797,Automação de Processos através da RPA para Transformação Digital,223
2026-01,802,Visualização de Dados Aplicada à Transformação Digital,51
2026-01,810,Desvendando a Inteligência Artificial na Administração Pública,508
2026-01,815,Storytelling com Dados para Comunicação Profissional de Sucesso,135
2026-01,861,Inteligência Artificial para simplificar o dia a dia,381
2026-01,956,Inovando na Gestão de Projetos,116
2026-01,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,349
2026-01,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,57
2026-01,1088,A História da IA,223
2026-01,1090,Ética em IA,317
2026-01,1091,Inteligência Artificial Generativa,544
2026-01,1139,Colaboração com o Microsoft 365,160
2026-01,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,55
2026-01,1167,IA Generativo da Microsoft - Copilot,234
2026-01,1263,Governo Data-Driven: transformação orientada por dados em governos,40
2026-01,1304,Visão Geral da IA no Azure,12
2026-01,1305,Fundamentos da Visão Computacional - IA do Azure,13
2026-01,1328,Processamento de Linguagem Natural,19
2026-01,1395,IA - Aplicações no Governo Federal,344
2026-02,107,Planejamento Estratégico para Organizações Públicas,108
2026-02,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,326
2026-02,270,Governança de Dados,108
2026-02,290,Proteção de Dados Pessoais no Setor Público,259
2026-02,343,Planejamento da Contratação de Soluções de TIC,33
2026-02,367,Novas Tecnologias para a Transformação Digital,110
2026-02,373,Liderança e Gestão De Equipes,571
2026-02,377,Inteligência Artificial no Contexto do Serviço Público,340
2026-02,406,Análise de dados como suporte à tomada de decisão,113
2026-02,419,Transformação Digital no Serviço Público,54
2026-02,529,"Como implementar a LGPD: bases, mecanismos e processos",164
2026-02,534,Internet das coisas (IoT) aplicada para resolução de desafios,65
2026-02,536,Governança de Dados na Transformação Digital,59
2026-02,629,Aprendendo com Python,69
2026-02,724,Gestão de Riscos em Projetos de Transformação Digital,42
2026-02,787,Gestão de projetos,75
2026-02,797,Automação de Processos através da RPA para Transformação Digital,280
2026-02,802,Visualização de Dados Aplicada à Transformação Digital,45
2026-02,810,Desvendando a Inteligência Artificial na Administração Pública,341
2026-02,815,Storytelling com Dados para Comunicação Profissional de Sucesso,92
2026-02,861,Inteligência Artificial para simplificar o dia a dia,277
2026-02,956,Inovando na Gestão de Projetos,70
2026-02,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,444
2026-02,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,56
2026-02,1088,A História da IA,142
2026-02,1090,Ética em IA,227
2026-02,1091,Inteligência Artificial Generativa,590
2026-02,1139,Colaboração com o Microsoft 365,100
2026-02,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,53
2026-02,1167,IA Generativo da Microsoft - Copilot,158
2026-02,1263,Governo Data-Driven: transformação orientada por dados em governos,36
2026-02,1304,Visão Geral da IA no Azure,8
2026-02,1305,Fundamentos da Visão Computacional - IA do Azure,9
2026-02,1328,Processamento de Linguagem Natural,6
2026-02,1395,IA - Aplicações no Governo Federal,259
2026-03,107,Planejamento Estratégico para Organizações Públicas,114
2026-03,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,445
2026-03,270,Governança de Dados,120
2026-03,290,Proteção de Dados Pessoais no Setor Público,325
2026-03,343,Planejamento da Contratação de Soluções de TIC,29
2026-03,367,Novas Tecnologias para a Transformação Digital,117
2026-03,373,Liderança e Gestão De Equipes,472
2026-03,377,Inteligência Artificial no Contexto do Serviço Público,400
2026-03,406,Análise de dados como suporte à tomada de decisão,125
2026-03,419,Transformação Digital no Serviço Público,65
2026-03,529,"Como implementar a LGPD: bases, mecanismos e processos",219
2026-03,534,Internet das coisas (IoT) aplicada para resolução de desafios,74
2026-03,536,Governança de Dados na Transformação Digital,80
2026-03,629,Aprendendo com Python,66
2026-03,724,Gestão de Riscos em Projetos de Transformação Digital,45
2026-03,787,Gestão de projetos,83
2026-03,797,Automação de Processos através da RPA para Transformação Digital,294
2026-03,802,Visualização de Dados Aplicada à Transformação Digital,45
2026-03,810,Desvendando a Inteligência Artificial na Administração Pública,381
2026-03,815,Storytelling com Dados para Comunicação Profissional de Sucesso,104
2026-03,861,Inteligência Artificial para simplificar o dia a dia,320
2026-03,956,Inovando na Gestão de Projetos,75
2026-03,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,432
2026-03,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,42
2026-03,1088,A História da IA,265
2026-03,1090,Ética em IA,302
2026-03,1091,Inteligência Artificial Generativa,622
2026-03,1139,Colaboração com o Microsoft 365,88
2026-03,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,81
2026-03,1167,IA Generativo da Microsoft - Copilot,226
2026-03,1263,Governo Data-Driven: transformação orientada por dados em governos,51
2026-03,1304,Visão Geral da IA no Azure,12
2026-03,1305,Fundamentos da Visão Computacional - IA do Azure,15
2026-03,1328,Processamento de Linguagem Natural,11
2026-03,1395,IA - Aplicações no Governo Federal,293
2026-04,107,Planejamento Estratégico para Organizações Públicas,118
2026-04,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,491
2026-04,270,Governança de Dados,73
2026-04,290,Proteção de Dados Pessoais no Setor Público,371
2026-04,343,Planejamento da Contratação de Soluções de TIC,17
2026-04,367,Novas Tecnologias para a Transformação Digital,120
2026-04,373,Liderança e Gestão De Equipes,372
2026-04,377,Inteligência Artificial no Contexto do Serviço Público,376
2026-04,406,Análise de dados como suporte à tomada de decisão,140
2026-04,419,Transformação Digital no Serviço Público,87
2026-04,529,"Como implementar a LGPD: bases, mecanismos e processos",180
2026-04,534,Internet das coisas (IoT) aplicada para resolução de desafios,82
2026-04,536,Governança de Dados na Transformação Digital,64
2026-04,629,Aprendendo com Python,64
2026-04,724,Gestão de Riscos em Projetos de Transformação Digital,39
2026-04,787,Gestão de projetos,73
2026-04,797,Automação de Processos através da RPA para Transformação Digital,271
2026-04,802,Visualização de Dados Aplicada à Transformação Digital,34
2026-04,810,Desvendando a Inteligência Artificial na Administração Pública,309
2026-04,815,Storytelling com Dados para Comunicação Profissional de Sucesso,101
2026-04,861,Inteligência Artificial para simplificar o dia a dia,317
2026-04,956,Inovando na Gestão de Projetos,79
2026-04,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,321
2026-04,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,40
2026-04,1088,A História da IA,196
2026-04,1090,Ética em IA,256
2026-04,1091,Inteligência Artificial Generativa,550
2026-04,1139,Colaboração com o Microsoft 365,69
2026-04,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,76
2026-04,1167,IA Generativo da Microsoft - Copilot,152
2026-04,1263,Governo Data-Driven: transformação orientada por dados em governos,50
2026-04,1304,Visão Geral da IA no Azure,9
2026-04,1305,Fundamentos da Visão Computacional - IA do Azure,8
2026-04,1328,Processamento de Linguagem Natural,11
2026-04,1395,IA - Aplicações no Governo Federal,239
2026-05,107,Planejamento Estratégico para Organizações Públicas,96
2026-05,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,894
2026-05,270,Governança de Dados,87
2026-05,290,Proteção de Dados Pessoais no Setor Público,677
2026-05,343,Planejamento da Contratação de Soluções de TIC,26
2026-05,367,Novas Tecnologias para a Transformação Digital,117
2026-05,373,Liderança e Gestão De Equipes,434
2026-05,377,Inteligência Artificial no Contexto do Serviço Público,659
2026-05,406,Análise de dados como suporte à tomada de decisão,148
2026-05,419,Transformação Digital no Serviço Público,94
2026-05,529,"Como implementar a LGPD: bases, mecanismos e processos",270
2026-05,534,Internet das coisas (IoT) aplicada para resolução de desafios,73
2026-05,536,Governança de Dados na Transformação Digital,63
2026-05,629,Aprendendo com Python,70
2026-05,724,Gestão de Riscos em Projetos de Transformação Digital,56
2026-05,787,Gestão de projetos,63
2026-05,797,Automação de Processos através da RPA para Transformação Digital,182
2026-05,802,Visualização de Dados Aplicada à Transformação Digital,55
2026-05,810,Desvendando a Inteligência Artificial na Administração Pública,385
2026-05,815,Storytelling com Dados para Comunicação Profissional de Sucesso,85
2026-05,861,Inteligência Artificial para simplificar o dia a dia,457
2026-05,956,Inovando na Gestão de Projetos,73
2026-05,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,315
2026-05,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,80
2026-05,1088,A História da IA,199
2026-05,1090,Ética em IA,317
2026-05,1091,Inteligência Artificial Generativa,554
2026-05,1139,Colaboração com o Microsoft 365,176
2026-05,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,146
2026-05,1167,IA Generativo da Microsoft - Copilot,263
2026-05,1263,Governo Data-Driven: transformação orientada por dados em governos,33
2026-05,1304,Visão Geral da IA no Azure,12
2026-05,1305,Fundamentos da Visão Computacional - IA do Azure,21
2026-05,1328,Processamento de Linguagem Natural,12
2026-05,1395,IA - Aplicações no Governo Federal,313
2026-06,107,Planejamento Estratégico para Organizações Públicas,38
2026-06,153,Introdução à Lei Brasileira de Proteção de Dados Pessoais,1215
2026-06,270,Governança de Dados,44
2026-06,290,Proteção de Dados Pessoais no Setor Público,783
2026-06,343,Planejamento da Contratação de Soluções de TIC,16
2026-06,367,Novas Tecnologias para a Transformação Digital,73
2026-06,373,Liderança e Gestão De Equipes,330
2026-06,377,Inteligência Artificial no Contexto do Serviço Público,339
2026-06,406,Análise de dados como suporte à tomada de decisão,58
2026-06,419,Transformação Digital no Serviço Público,53
2026-06,529,"Como implementar a LGPD: bases, mecanismos e processos",121
2026-06,534,Internet das coisas (IoT) aplicada para resolução de desafios,41
2026-06,536,Governança de Dados na Transformação Digital,42
2026-06,629,Aprendendo com Python,43
2026-06,724,Gestão de Riscos em Projetos de Transformação Digital,31
2026-06,787,Gestão de projetos,38
2026-06,797,Automação de Processos através da RPA para Transformação Digital,124
2026-06,802,Visualização de Dados Aplicada à Transformação Digital,29
2026-06,810,Desvendando a Inteligência Artificial na Administração Pública,171
2026-06,815,Storytelling com Dados para Comunicação Profissional de Sucesso,68
2026-06,861,Inteligência Artificial para simplificar o dia a dia,242
2026-06,956,Inovando na Gestão de Projetos,45
2026-06,976,Introdução à Ciência de Dados - Conceitos e Ferramentas,202
2026-06,1073,Segurança Cibernética: Controles 1 a 6 do CIS Controls,34
2026-06,1088,A História da IA,121
2026-06,1090,Ética em IA,264
2026-06,1091,Inteligência Artificial Generativa,379
2026-06,1139,Colaboração com o Microsoft 365,65
2026-06,1153,Fundamentos da Segurança Cibernética - Introdução ao CIS Controls,49
2026-06,1167,IA Generativo da Microsoft - Copilot,173
2026-06,1263,Governo Data-Driven: transformação orientada por dados em governos,56
2026-06,1304,Visão Geral da IA no Azure,11
2026-06,1305,Fundamentos da Visão Computacional - IA do Azure,13
2026-06,1328,Processamento de Linguagem Natural,6
2026-06,1395,IA - Aplicações no Governo Federal,189
